1744271413844854784, 1744271413845056256, 1/12, O
1744271413845056256, 1744271413845246464, 1/12, O
1744271413845246464, 1744271413845433600, 1/18, O
1744271413845433600, 1744271413845620480, 1/18, O
1744271413845620480, 1744271413845807872, 1/19, O
1744271413845807872, 1744271413845994240, 1/18, O
1744271413845994240, 1744271413846187520, 1/18, O
1744271413846187520, 1744271413846377984, 1/17, O
1744271413846377984, 1744271413846566400, 1/16, O
1744271413846566400, 1744271413846753024, 1/19, O
1744271413846753024, 1744271413846940416, 1/18, O
1744271413846940416, 1744271413847127808, 1/18, O
1744271413847127808, 1744271413847314432, 1/19, O
1744271413847314432, 1744271413847501056, 1/18, O
1744271413847501056, 1744271413847687936, 1/19, O
1744271413847687936, 1744271413847874560, 1/18, O
1744271413847874560, 1744271413848060416, 1/18, O
1744271413848060416, 1744271413848249600, 1/15, O
1744271413848249600, 1744271413848436992, 1/18, O
1744271413848436992, 1744271413848624128, 1/19, O
1744271413848624128, 1744271413848810752, 0/17, X
1744271413848810752, 1744271413848999936, 1/10, O
1744271413848999936, 1744271413849187328, 1/19, O
1744271413849187328, 1744271413849374208, 1/18, O
1744271413849374208, 1744271413849561600, 1/16, O
1744271413849561600, 1744271413849748992, 1/19, O
1744271413849748992, 1744271413849939200, 1/14, O
1744271413849939200, 1744271413850127104, 1/19, O
1744271413850127104, 1744271413850313216, 1/18, O
1744271413850313216, 1744271413850499840, 1/18, O
1744271413850499840, 1744271413850686208, 1/19, O
1744271413850686208, 1744271413850873088, 1/18, O
1744271413850873088, 1744271413851058688, 1/19, O
1744271413851058688, 1744271413851246336, 1/16, O
1744271413851246336, 1744271413851433728, 1/18, O
1744271413851433728, 1744271413851621632, 1/18, O
1744271413851621632, 1744271413851810816, 1/15, O
1744271413851810816, 1744271413851997440, 1/18, O
1744271413851997440, 1744271413852183808, 1/18, O
1744271413852183808, 1744271413852370688, 1/19, O
1744271413852370688, 1744271413852556544, 1/18, O
1744271413852556544, 1744271413852742912, 1/18, O
1744271413852742912, 1744271413852947968, 1/19, O
1744271413852947968, 1744271413853135616, 1/18, O
1744271413853135616, 1744271413853323008, 1/18, O
1744271413853323008, 1744271413853513216, 1/15, O
1744271413853513216, 1744271413853700352, 1/18, O
1744271413853700352, 1744271413853886976, 1/18, O
1744271413853886976, 1744271413854074112, 1/19, O
1744271413854074112, 1744271413854260480, 1/18, O
1744271413854260480, 1744271413854446592, 1/19, O
1744271413854446592, 1744271413854633472, 1/18, O
1744271413854633472, 1744271413854820608, 1/18, O
1744271413854820608, 1744271413855007232, 1/19, O
1744271413855007232, 1744271413855197184, 1/14, O
1744271413855197184, 1744271413855384320, 1/19, O
1744271413855384320, 1744271413855571712, 1/18, O
1744271413855571712, 1744271413855758592, 1/18, O
1744271413855758592, 1744271413855945472, 1/19, O
1744271413855945472, 1744271413856132352, 1/18, O
1744271413856132352, 1744271413856318976, 1/18, O
1744271413856318976, 1744271413856505856, 1/18, O
1744271413856505856, 1744271413856692480, 1/19, O
1744271413856692480, 1744271413856882944, 1/14, O
1744271413856882944, 1744271413857072640, 1/10, O
1744271413857072640, 1744271413857267200, 1/17, O
1744271413857267200, 1744271413857455872, 1/18, O
1744271413857455872, 1744271413857642496, 1/18, O
1744271413857642496, 1744271413857829632, 1/18, O
1744271413857829632, 1744271413858017536, 1/19, O
1744271413858017536, 1744271413858204160, 1/18, O
1744271413858204160, 1744271413858391040, 1/18, O
1744271413858391040, 1744271413858577920, 1/19, O
1744271413858577920, 1744271413858768640, 0/14, X
1744271413858768640, 1744271413858956800, 1/18, O
1744271413858956800, 1744271413859143936, 1/19, O
1744271413859143936, 1744271413859331072, 1/18, O
1744271413859331072, 1744271413859518208, 1/18, O
1744271413859518208, 1744271413859705088, 1/19, O
1744271413859705088, 1744271413859892480, 1/18, O
1744271413859892480, 1744271413860079616, 1/18, O
1744271413860079616, 1744271413860267264, 1/19, O
1744271413860267264, 1744271413860457472, 1/14, O
1744271413860457472, 1744271413860644608, 1/18, O
1744271413860644608, 1744271413860831744, 1/19, O
1744271413860831744, 1744271413861025536, 1/7, O
1744271413861025536, 1744271413861214464, 1/18, O
1744271413861214464, 1744271413861401600, 1/18, O
1744271413861401600, 1744271413861588224, 1/18, O
1744271413861588224, 1744271413861774592, 1/19, O
1744271413861774592, 1744271413861961728, 1/18, O
1744271413861961728, 1744271413862149632, 1/18, O
1744271413862149632, 1744271413862338560, 1/15, O
1744271413862338560, 1744271413862525696, 1/18, O
1744271413862525696, 1744271413862712320, 1/18, O
1744271413862712320, 1744271413862898688, 1/19, O
1744271413862898688, 1744271413863085056, 1/18, O
1744271413863085056, 1744271413863271936, 1/18, O
1744271413863271936, 1744271413863459072, 1/19, O
1744271413863459072, 1744271413863645184, 1/18, O
1744271413863645184, 1744271413863831040, 1/18, O
1744271413863831040, 1744271413864020224, 1/15, O
1744271413864020224, 1744271413864207872, 1/18, O
1744271413864207872, 1744271413864394496, 1/18, O
1744271413864394496, 1744271413864581376, 1/19, O
1744271413864581376, 1744271413864768256, 1/18, O
1744271413864768256, 1744271413865002240, 1/16, O
1744271413865002240, 1744271413865190400, 1/17, O
1744271413865190400, 1744271413865377792, 1/18, O
1744271413865377792, 1744271413865564160, 1/18, O
1744271413865564160, 1744271413865753600, 1/15, O
1744271413865753600, 1744271413865948160, 1/16, O
1744271413865948160, 1744271413866135552, 1/18, O
1744271413866135552, 1744271413866323712, 1/18, O
1744271413866323712, 1744271413866510080, 1/18, O
1744271413866510080, 1744271413866697216, 1/18, O
1744271413866697216, 1744271413866889728, 1/8, O
1744271413866889728, 1744271413867076608, 1/18, O
1744271413867076608, 1744271413867263232, 1/18, O
1744271413867263232, 1744271413867449344, 1/19, O
1744271413867449344, 1744271413867639040, 1/14, O
1744271413867639040, 1744271413867825920, 1/18, O
1744271413867825920, 1744271413868011776, 1/18, O
1744271413868011776, 1744271413868198400, 1/19, O
1744271413868198400, 1744271413868384512, 1/18, O
1744271413868384512, 1744271413868571136, 1/18, O
1744271413868571136, 1744271413868756992, 1/19, O
1744271413868756992, 1744271413868951296, 1/17, O
1744271413868951296, 1744271413869137920, 1/19, O
1744271413869137920, 1744271413869329664, 1/14, O
1744271413869329664, 1744271413869517312, 1/17, O
1744271413869517312, 1744271413869704960, 1/18, O
1744271413869704960, 1744271413869892864, 1/19, O
1744271413869892864, 1744271413870080256, 1/18, O
1744271413870080256, 1744271413870267904, 1/18, O
1744271413870267904, 1744271413870455296, 1/18, O
1744271413870455296, 1744271413870642944, 1/18, O
1744271413870642944, 1744271413870830592, 1/18, O
1744271413870830592, 1744271413871031808, 1/15, O
1744271413871031808, 1744271413871224576, 1/15, O
1744271413871224576, 1744271413871411712, 1/18, O
1744271413871411712, 1744271413871599104, 1/18, O
1744271413871599104, 1744271413871790592, 1/18, O
1744271413871790592, 1744271413871981568, 1/18, O
1744271413871981568, 1744271413872178944, 1/18, O
1744271413872178944, 1744271413872367360, 1/18, O
1744271413872367360, 1744271413872556032, 1/18, O
1744271413872556032, 1744271413872744192, 1/18, O
1744271413872744192, 1744271413872999680, 1/14, O
1744271413872999680, 1744271413873222912, 1/16, O
1744271413873222912, 1744271413873410304, 1/19, O
1744271413873410304, 1744271413873597184, 1/18, O
1744271413873597184, 1744271413873782784, 1/18, O
1744271413873782784, 1744271413873968896, 1/19, O
1744271413873968896, 1744271413874155008, 1/18, O
1744271413874155008, 1744271413874342400, 1/18, O
1744271413874342400, 1744271413874529792, 1/18, O
1744271413874529792, 1744271413874721536, 1/15, O
1744271413874721536, 1744271413874909440, 1/17, O
1744271413874909440, 1744271413875096576, 1/18, O
1744271413875096576, 1744271413875284736, 1/19, O
1744271413875284736, 1744271413875471872, 1/18, O
1744271413875471872, 1744271413875659264, 1/18, O
1744271413875659264, 1744271413875846144, 1/18, O
1744271413875846144, 1744271413876032768, 1/19, O
1744271413876032768, 1744271413876221696, 1/18, O
1744271413876221696, 1744271413876410880, 1/14, O
1744271413876410880, 1744271413876597248, 1/18, O
1744271413876597248, 1744271413876783360, 1/19, O
1744271413876783360, 1744271413876976640, 1/13, O
1744271413876976640, 1744271413877164288, 1/18, O
1744271413877164288, 1744271413877350400, 1/19, O
1744271413877350400, 1744271413877536512, 1/18, O
1744271413877536512, 1744271413877722880, 1/19, O
1744271413877722880, 1744271413877909248, 1/18, O
1744271413877909248, 1744271413878095104, 1/18, O
1744271413878095104, 1744271413878285312, 1/15, O
1744271413878285312, 1744271413878471936, 1/18, O
1744271413878471936, 1744271413878658560, 1/18, O
1744271413878658560, 1744271413878845440, 1/19, O
1744271413878845440, 1744271413879031808, 1/18, O
1744271413879031808, 1744271413879218176, 1/18, O
1744271413879218176, 1744271413879405056, 1/19, O
1744271413879405056, 1744271413879592704, 1/18, O
1744271413879592704, 1744271413879779584, 1/18, O
1744271413879779584, 1744271413879969024, 1/15, O
1744271413879969024, 1744271413880156160, 1/18, O
1744271413880156160, 1744271413880343552, 1/19, O
1744271413880343552, 1744271413880530176, 1/18, O
1744271413880530176, 1744271413880717056, 1/18, O
1744271413880717056, 1744271413880902912, 1/19, O
1744271413880902912, 1744271413881231616, 0/0, X
1744271413881231616, 1744271413881431296, 1/5, O
1744271413881431296, 1744271413881661952, 1/4, O
1744271413881661952, 1744271413881877248, 0/0, X
1744271413881877248, 1744271413882066432, 1/4, O
1744271413882066432, 1744271413882253568, 1/19, O
1744271413882253568, 1744271413882439936, 1/18, O
1744271413882439936, 1744271413882630400, 1/14, O
1744271413882630400, 1744271413883027200, 1/19, O
1744271413883027200, 1744271413883215872, 0/0, X
1744271413883215872, 1744271413883403008, 1/18, O
1744271413883403008, 1744271413883589632, 1/18, O
1744271413883589632, 1744271413883777024, 1/18, O
1744271413883777024, 1744271413883963136, 1/19, O
1744271413883963136, 1744271413884149760, 1/18, O
1744271413884149760, 1744271413884336128, 1/18, O
1744271413884336128, 1744271413884522496, 1/19, O
1744271413884522496, 1744271413884712192, 1/15, O
1744271413884712192, 1744271413884899584, 1/18, O
1744271413884899584, 1744271413885086976, 1/14, O
1744271413885086976, 1744271413885273856, 1/19, O
1744271413885273856, 1744271413885459968, 1/18, O
1744271413885459968, 1744271413885647616, 1/18, O
1744271413885647616, 1744271413885833728, 1/19, O
1744271413885833728, 1744271413886020352, 1/18, O
1744271413886020352, 1744271413886207232, 1/18, O
1744271413886207232, 1744271413886394368, 1/19, O
1744271413886394368, 1744271413886583552, 1/12, O
1744271413886583552, 1744271413886770432, 1/18, O
1744271413886770432, 1744271413886957568, 1/18, O
1744271413886957568, 1744271413887144448, 1/19, O
1744271413887144448, 1744271413887331584, 1/18, O
1744271413887331584, 1744271413887517952, 1/19, O
1744271413887517952, 1744271413887704576, 1/18, O
1744271413887704576, 1744271413887891712, 1/18, O
1744271413887891712, 1744271413888078592, 1/19, O
1744271413888078592, 1744271413888268544, 1/14, O
1744271413888268544, 1744271413888455168, 1/18, O
1744271413888455168, 1744271413888645376, 1/19, O
1744271413888645376, 1744271413888832768, 1/17, O
1744271413888832768, 1744271413889034752, 2/8, O
1744271413889034752, 1744271413889230848, 0/16, X
1744271413889230848, 1744271413889427456, 1/16, O
1744271413889427456, 1744271413889622272, 1/17, O
1744271413889622272, 1744271413889809408, 1/18, O
1744271413889809408, 1744271413889996288, 1/18, O
1744271413889996288, 1744271413890185728, 1/15, O
1744271413890185728, 1744271413890372352, 1/18, O
1744271413890372352, 1744271413890559488, 1/18, O
1744271413890559488, 1744271413890745856, 1/18, O
1744271413890745856, 1744271413890931712, 1/19, O
1744271413890931712, 1744271413891118080, 1/18, O
1744271413891118080, 1744271413891305472, 1/19, O
1744271413891305472, 1744271413891491584, 1/18, O
1744271413891491584, 1744271413891677696, 1/18, O
1744271413891677696, 1744271413891867136, 1/15, O
1744271413891867136, 1744271413892053760, 1/18, O
1744271413892053760, 1744271413892240384, 1/18, O
1744271413892240384, 1744271413892427520, 1/19, O
1744271413892427520, 1744271413892614656, 1/18, O
1744271413892614656, 1744271413892801280, 1/18, O
1744271413892801280, 1744271413892964864, 1/12, O
1744271413892964864, 1744271413893156864, 1/13, O
1744271413893156864, 1744271413893343488, 1/19, O
1744271413893343488, 1744271413893530112, 1/18, O
1744271413893530112, 1744271413893720576, 1/14, O
1744271413893720576, 1744271413893907456, 1/18, O
1744271413893907456, 1744271413894094336, 1/19, O
1744271413894094336, 1744271413894280960, 1/18, O
1744271413894280960, 1744271413894468096, 1/19, O
1744271413894468096, 1744271413894654976, 1/18, O
1744271413894654976, 1744271413894841856, 1/18, O
1744271413894841856, 1744271413895028224, 1/19, O
1744271413895028224, 1744271413895215360, 1/18, O
1744271413895215360, 1744271413895404288, 1/15, O
1744271413895404288, 1744271413895591680, 1/18, O
1744271413895591680, 1744271413895777280, 1/18, O
1744271413895777280, 1744271413895964672, 1/19, O
1744271413895964672, 1744271413896151040, 1/18, O
1744271413896151040, 1744271413896338432, 1/19, O
1744271413896338432, 1744271413896524800, 1/18, O
1744271413896524800, 1744271413896711936, 1/18, O
1744271413896711936, 1744271413896898560, 1/19, O
1744271413896898560, 1744271413897089024, 1/8, O
1744271413897089024, 1744271413897281792, 1/12, O
1744271413897281792, 1744271413897469184, 1/18, O
1744271413897469184, 1744271413897656320, 1/19, O
1744271413897656320, 1744271413897843200, 1/18, O
1744271413897843200, 1744271413898030080, 1/18, O
1744271413898030080, 1744271413898217216, 1/19, O
1744271413898217216, 1744271413898403584, 1/18, O
1744271413898403584, 1744271413898589952, 1/19, O
1744271413898589952, 1744271413898776576, 1/18, O
1744271413898776576, 1744271413898967040, 1/15, O
1744271413898967040, 1744271413899153664, 1/18, O
1744271413899153664, 1744271413899340032, 1/18, O
1744271413899340032, 1744271413899526912, 1/19, O
1744271413899526912, 1744271413899713792, 1/18, O
1744271413899713792, 1744271413899900672, 1/18, O
1744271413899900672, 1744271413900087040, 1/19, O
1744271413900087040, 1744271413900272896, 1/18, O
1744271413900272896, 1744271413900460288, 1/19, O
1744271413900460288, 1744271413900649472, 1/14, O
1744271413900649472, 1744271413900836864, 1/19, O
1744271413900836864, 1744271413901023744, 2/15, O
1744271413901023744, 1744271413901211648, 1/18, O
1744271413901211648, 1744271413901398784, 1/19, O
1744271413901398784, 1744271413901584640, 1/18, O
1744271413901584640, 1744271413901771008, 1/18, O
1744271413901771008, 1744271413901957632, 1/19, O
1744271413901957632, 1744271413902145280, 1/18, O
1744271413902145280, 1744271413902333696, 1/15, O
1744271413902333696, 1744271413902520832, 1/18, O
1744271413902520832, 1744271413902707456, 1/19, O
1744271413902707456, 1744271413902894592, 1/18, O
1744271413902894592, 1744271413903080448, 1/18, O
1744271413903080448, 1744271413903266816, 1/19, O
1744271413903266816, 1744271413903453440, 1/18, O
1744271413903453440, 1744271413903640064, 1/19, O
1744271413903640064, 1744271413903827456, 1/18, O
1744271413903827456, 1744271413904017920, 1/16, O
1744271413904017920, 1744271413904206336, 1/17, O
1744271413904206336, 1744271413904394240, 1/18, O
1744271413904394240, 1744271413904580864, 1/18, O
1744271413904580864, 1744271413904766976, 1/19, O
1744271413904766976, 1744271413904999168, 1/16, O
1744271413904999168, 1744271413905190656, 1/17, O
